video_id,title,channel_name,published_at,duration,view_count,like_count,comment_count,total_words,sensitive_count,sensitive_ratio,classification,found_terms,ad_status,violence_death_count,sexual_content_count,profanity_count,drugs_substances_count,hate_speech_slurs_count,mental_health_count,political_controversial_count,weapons_military_count,coded_numbers_count
SOStPL2Xntc,"Are We Back, Chat",Geeks + Gamers,2025-08-19,PT15M23S,10823,1454,220,3287,19,0.578,Likely Monetised,"worst, hate, hang, dead, opposition, gun, war, wrong, burn, stupid",Yes,4,0,3,0,2,1,6,3,0
SPb0SzBPR6E,,,,,0,0,0,2918,31,1.0624,Likely Monetised,"bounty, beer, hell, evil, war, god, burn, stupid, destroy",Yes,4,0,5,3,0,0,19,0,0
SSISNx5iki8,,,,,0,0,0,2790,32,1.147,Likely Monetised,"threat, death, die, hell, gun, assault, kill, god, damn, shit",Yes,8,0,10,0,0,0,1,13,0
S_-06lZrH1c,,,,,0,0,0,2586,26,1.0054,Likely Monetised,"hate, nonsense, wrong, black, god, insane, shoot, damage",Yes,0,0,8,0,7,0,1,10,0
SclgJ7ZTaiQ,Who Killed Star Wars?,Geeks + Gamers,2025-10-24,PT15M3S,18030,1969,575,2555,35,1.3699,Likely Monetised,"hate, dead, hell, white, disaster, villain, evil, war, insane, burn",Yes,7,0,4,0,2,0,22,0,0
SmpkdPm9eeQ,How the U.S. Keeps Losing its Wars,Three Arrows,2021-10-29,PT40M53S,388784,25946,2751,2261,95,4.2017,Likely Demonetised,"worst, hate, terrorist, die, shit, hell, white, corruption, war, black",No,73,0,4,0,3,1,10,4,0
SqFTzjVa0Pg,McDonald's Hits ROCK BOTTOM As Burger King ROASTS Them In HILARIOUS Way,TheQuartering,2026-03-03,PT10M46S,94203,6531,2555,1838,10,0.5441,Likely Monetised,"disaster, war, wrong, god, attack, damn, weapon",Yes,2,0,5,0,0,0,2,1,0
SwZq1tIIPp8,Starfleet Academy's WORST Episode - Boldly Going to Group Therapy,Nerdrotic,2026-03-01,PT22M6S,474524,30094,4516,4420,53,1.1991,Likely Monetised,"dead, white, false, kill, god, stupid, death, propaganda, die, black lives matter",No,13,2,16,0,6,3,10,3,0
SxRUcxwqxJ4,,,,,0,0,0,2717,16,0.5889,Likely Monetised,"strike, hell, weapon, kill, blood, insane, fight, shoot",Yes,2,0,3,0,0,0,9,2,0
T2hSaSzeKeY,Diddy Is Worse Than You Think | OLAY & FRIENDS,olurinatti,2024-04-28,PT1H15M56S,48044,2924,167,15820,425,2.6865,Uncertain,"racism, holocaust, hate, dead, porn, white, decimate, rape, evil, assault",,51,21,34,0,282,1,34,2,0
T2oL0DdKWHo,Adnan Syed Is STILL 100% GUILTY,Actual Justice Warrior,2022-10-16,PT33M50S,51787,3010,822,6598,74,1.1216,Likely Monetised,"hate, dead, false, kill, wrong, crime, stupid, death, die, nonsense",Yes,50,0,9,1,2,0,11,1,0
T4we0Qbd2is,,,,,0,0,0,2383,19,0.7973,Likely Monetised,"hang, white, fight, corruption, shoot, evil, war, wrong, black, attack",Yes,3,0,3,0,2,1,9,1,0
TA9tsPPEORs,,,,,0,0,0,1841,7,0.3802,Likely Monetised,"indoctrination, shit, sex, kill, black, wrong, stupid",Yes,1,1,3,0,1,0,1,0,0
TB5uXw0oS_4,War Of The Worlds - The Greatest Thing Ever Made,The Critical Drinker,2025-08-20,PT6M54S,1450270,87182,10412,1197,21,1.7544,Likely Monetised,"hang, virus, strike, pregnant, loser, weapon, war, ecstasy, god, damn",Yes,0,1,5,1,0,0,13,1,0
TEdqxsIjZo0,Kendrick & Hip Hop's Beef with Drake: Round 1 | OLAY & FRIENDS,olurinatti,2024-05-05,PT1H37M38S,124245,6019,795,18768,234,1.2468,Likely Monetised,"hate, dead, white, loser, evil, assault, kill, god, attack, wrong",,26,4,20,0,155,0,22,7,0
TFfMTCDiGXY,The Mandalorian And Grogu - Does Disney Actually Hate This Movie?,The Critical Drinker,2026-02-10,PT6M48S,893984,47645,4656,1221,15,1.2285,Likely Monetised,"beer, die, hell, loser, decimate, war, god, damn",Yes,2,0,4,1,0,0,8,0,0
TLnMCzitupM,,,,,0,0,0,1544,16,1.0363,Likely Monetised,"propaganda, hate, terrorist, die, white, villain, terror, evil, nonsense, insane",Yes,4,0,4,0,2,0,6,0,0
TY0IfTSHsHk,Tron: Ares - It's Complete Arse,The Critical Drinker,2025-10-10,PT8M31S,1680685,89836,12447,1566,13,0.8301,Likely Monetised,"strike, pain, white, evil, bitch, anal, burn, weapon, damage",Yes,1,1,1,0,3,1,5,1,0
TdQW-yTrsFg,,,,,0,0,0,1749,13,0.7433,Likely Monetised,"worst, dead, sexist, war, death",Yes,9,0,1,0,1,0,2,0,0
Ted1IrlzkiY,Imperialism the Highest Stage of Capitalism-CH 8: Decay of Capitalism,midwesternmarx,2021-01-03,PT20M57S,2408,216,10,3851,22,0.5713,Likely Monetised,"inflation, pandemic, opposition, corruption, depression, war, dictator, slave, insane, fight",Yes,2,0,4,0,0,1,15,0,0
Tpj9Ydhy1nA,Cuba Submits Official Request to Join BRICS!!,midwesternmarx,2024-10-09,PT11M11S,2439,271,44,1879,5,0.2661,Likely Monetised,"threat, gun, criminal, destroy",Yes,3,0,0,0,0,0,1,1,0
Ts76T7tJv-U,WOKE STUDENTS JUST RUINED THEIR LIVES!,TheQuartering,2026-02-21,PT12M22S,126172,8821,1242,2129,19,0.8924,Likely Monetised,"slavery, propaganda, threat, tax, injury, assault, blood, attack, death, destroy",Yes,15,0,0,0,0,0,4,0,0
U6_jQRXTprM,INTERVIEW with HUGO CHAVEZ TERAN on VENEZUELA'S SUCCESS AND U.S. IMPERIALISM,midwesternmarx,2024-12-30,PT10M2S,2225,205,17,1359,0,0.0,Likely Monetised,,Yes,0,0,0,0,0,0,0,0,0
UGepJjqwUsk,,,,,0,0,0,7151,62,0.867,Likely Monetised,"hate, bastard, porn, white, god, kill, wrong, attack, shit, stupid",Yes,10,2,25,0,10,2,6,7,0
UGx-ChrrwCY,,,,,0,0,0,2386,3,0.1257,Likely Monetised,"bail, white, procedure",Yes,0,0,0,0,1,0,2,0,0
UL648Ernf9s,Zionism Versus Revolutionary Yiddishland | Educate Against Genocide Class 2,midwesternmarx,2023-12-22,PT2H15M50S,1214,123,7,21422,236,1.1017,Likely Monetised,"holocaust, nazi, torture, dead, suppress, white, chemical, assault, dictator, kill",Yes,82,0,5,1,39,5,95,8,1
USoy-VxpbCM,Joe Rogan and Tim Pool vs Twitter,Actual Justice Warrior,2019-03-09,PT17M45S,34839,1873,292,3487,48,1.3765,Likely Monetised,"bounty, dead, scum, false, evil, kill, burn, attack, crime, wrong",Yes,17,0,7,0,0,0,24,0,0
UUwgUCV_Txw,,,,,0,0,0,2656,73,2.7485,Uncertain,"weapon, war, defeat, kill, blood, wrong, fight, shoot",Yes,5,0,1,0,0,0,64,3,0
UjzBIdbk2zY,THEY ARE WATCHING YOU,TheQuartering,2026-03-07,PT12M24S,66115,5177,818,2060,4,0.1942,Likely Monetised,"lawsuit, stupid, majority, god",Yes,0,0,2,0,1,0,1,0,0
Ul97e5s8q5o,,,,,0,0,0,2609,54,2.0698,Uncertain,"worst, bounty, burn, disaster, fight, war, god, black, damn, death",Yes,4,0,4,0,1,0,44,1,0
UojPAkCXVQ0,Grace Randolph MELTDOWN Over Brie Larson Mario Galaxy Casting,Geeks + Gamers,2025-11-13,PT8M11S,13560,1119,395,1540,14,0.9091,Likely Monetised,"hate, controversy, white, insane, wrong, attack, damn",Yes,2,0,4,0,7,0,1,0,0
UtYVOfk7vzQ,‘Daredevil: Born Again’ Goes Straight to Hell – Marvel Will Never Learn,Nerdrotic,2025-04-20,PT16M20S,434091,31293,3928,3012,54,1.7928,Likely Monetised,"hate, dead, white, false, god, burn, crime, kill, stupid, irrelevant",Yes,17,0,21,0,6,0,7,3,0
V42eRvPqVkQ,Ironheart Is an Iconic DISASTER,Nerdrotic,2025-06-26,PT18M41S,1247648,68512,12050,3361,45,1.3389,Likely Monetised,"dead, white, evil, god, kill, death, die, villain, antifa, alter",Yes,17,0,13,0,6,2,3,4,0
V8nSSfZPLsA,,,,,0,0,0,1225,25,2.0408,Uncertain,"hate, pain, 69, hell, war, insane, kill, god, damn, fight",Yes,4,0,7,0,1,1,10,0,2
VC4sAaV1eBs,Fox News: How To Whitewash an Atrocity,Three Arrows,2019-12-01,PT32M31S,817097,43082,4030,5228,111,2.1232,Uncertain,"hate, dead, white, regret, injury, dictator, kill, god, attack, crime",Yes,31,0,4,0,11,0,51,13,1
VKpc2npfY3Q,The Drinker Recommends... I Swear,The Critical Drinker,2026-03-02,PT8M36S,435278,36983,2814,1805,12,0.6648,Likely Monetised,"worst, strike, judge, regret, burn, damn, fight",Yes,1,0,2,0,0,0,9,0,0
VNRZapESOqs,Israel Admits to Targeting Civilians,midwesternmarx,2023-12-18,PT3M45S,407,41,2,391,6,1.5345,Likely Monetised,"attack, criminal, kill, damage",No,5,0,0,0,0,0,1,0,0
VNgYA5nngr4,,,,,0,0,0,3083,45,1.4596,Likely Monetised,"wrongful, threat, die, suicide, lawsuit, injury, black, war, violence, kill",Yes,26,0,3,0,2,6,8,0,0
VbiYrkR5joM,Hollywood is BROKEN,Nerdrotic,2025-03-18,PT12M13S,658511,44440,3389,2412,36,1.4925,Likely Monetised,"worst, propaganda, irrelevant, die, strike, pandemic, hell, loser, white, controversy",Yes,3,0,11,0,12,1,9,0,0
Vcbloi9B9Ew,Cop CAUGHT Stealing Sneakers,Actual Justice Warrior,2024-03-04,PT18M9S,34396,2515,690,3525,50,1.4184,Likely Monetised,"racism, bail, white, evil, kill, wrong, crime, attack, 911, mug",Yes,8,0,2,0,15,1,17,3,4
Vkdfbh7Qed4,,,,,0,0,0,993,13,1.3092,Likely Monetised,"hell, war",Yes,0,0,1,0,0,0,12,0,0
VoxhDA15C4Y,Hollywood is COOKED,Nerdrotic,2025-11-13,PT17M35S,1100158,58777,6381,3439,39,1.1341,Likely Monetised,"dead, inflation, white, metoo, god, wrong, crime, recession, death, propaganda",Yes,7,0,10,0,3,1,14,4,0
W-0PKr2jWXY,Is the USA a Black Country?,midwesternmarx,2025-08-12,PT3M57S,1922,162,28,614,28,4.5603,Likely Demonetised,"racism, slavery, strike, segregation, white, black, war, slave, fight, white supremacy",No,5,0,0,0,16,0,7,0,0
WCWaEWnImbI,Nobody Cares About Ironheart,Geeks + Gamers,2025-05-08,PT6M26S,35756,2917,793,1071,13,1.2138,Likely Monetised,"irrelevant, die, white, disaster, kidnap, god, black, minority, damage",Yes,3,0,2,0,7,0,1,0,0
WKpt567snJo,Predator Officially FLOPS in the Box Office!,Culture Casino,2025-12-27,PT10M32S,21838,1690,539,1460,10,0.6849,Likely Monetised,"worst, abusive, die, dead, disaster, destroy, damage",Yes,7,0,1,0,0,0,2,0,0
WL0M5yP83ko,"PODCAST #1 AMERICAN SOCIALISM, VENEZUELA, AND MORE",midwesternmarx,2020-12-15,PT57M40S,2038,170,24,9707,97,0.9993,Likely Monetised,"racism, white, dictator, kill, burn, god, wrong, propaganda, die, kidnap",Yes,22,0,11,0,20,8,34,2,0
Wd5Wl8mWL_Q,,,,,0,0,0,2227,12,0.5388,Likely Monetised,"attack, god, pain, wrong",Yes,6,0,5,0,0,1,0,0,0
WdtwOMM26Bc,Starfleet Academy is AWFUL - Star Trek is Dead,Nerdrotic,2026-01-19,PT23M57S,1184340,68045,14312,4647,55,1.1836,Likely Monetised,"hate, dead, torture, kill, burn, crime, stupid, death, die, nonsense",Yes,19,1,10,0,6,0,15,4,0
WhB9gxYAY7s,Ana Navarro Goes FULL RACIST On Brad Polumbo,Actual Justice Warrior,2025-07-17,PT15M36S,53801,3323,897,3081,63,2.0448,Uncertain,"hate, inflation, white, loser, evil, god, wrong, attack, crime, transition",No,3,4,11,0,24,0,21,0,0
WjWmfsqxfmU,Production Hell - The Exorcist,The Critical Drinker,2026-02-23,PT9M49S,394923,31038,2186,1895,45,2.3747,Uncertain,"injury, god, burn, attack, wrong, kill, death, die, shoot, fuck",Yes,18,0,9,0,0,2,6,10,0
Wt-E7pZLz90,,,,,0,0,0,1653,12,0.726,Likely Monetised,"flag, transition, regret, war, god, wrong, shit, shoot",Yes,0,0,4,0,0,0,7,1,0
WuJXVrT7et0,Eddie's Virtual 28th Birthday Party- Power Hour,midwesternmarx,2025-04-10,PT1H16M11S,718,59,11,12276,121,0.9857,Likely Monetised,"hate, weed, bastard, nazi, dead, white, false, evil, wrong, burn",Yes,20,0,17,1,15,0,56,12,0
X4ycXOtq-OA,Everyone Hates Starfleet Academy - It Gets Worse,Nerdrotic,2026-01-26,PT18M2S,1329566,75718,12660,3398,41,1.2066,Likely Monetised,"worst, hate, burn, suicide, controversy, 88, majority, war, assault, wrong",Yes,5,0,9,0,3,1,20,2,1
X5apTaxas4Y,Antonio Gramsci on Ideology,midwesternmarx,2025-06-06,PT4M57S,1661,164,15,930,5,0.5376,Likely Monetised,"prison, war, defeat, false",No,0,0,1,0,0,0,4,0,0
XB04fw68cJg,Flashback: Trump calls out Bush family for Iraq War,midwesternmarx,2021-02-18,PT11M2S,1392,209,23,2183,38,1.7407,Likely Monetised,"racist, anti-semitic, murder, die, torture, opposition, prison, war, majority, kkk",No,5,0,0,0,13,0,18,2,0
XPs26YGXdxg,ENTITLED WOKE BRATS DESTROYED BY BURGER KING AS $30 MINIMUM WAGE BACKFIRES,TheQuartering,2026-03-01,PT13M22S,138575,7509,1356,2372,9,0.3794,Likely Monetised,"tax, cringe, evil, wrong, mentally",Yes,0,0,4,0,0,3,2,0,0
XRhTELx-2ys,,,,,0,0,0,3309,22,0.6649,Likely Monetised,"worst, virus, strike, burn, hell, god, black, kill, damn, wrong",Yes,4,0,12,0,1,0,5,0,0
XVphrchN5G4,Is There a Baby Mama Crisis in Black Hollywood? | OLAY & FRIENDS,olurinatti,2024-11-24,PT1H21M22S,101239,5074,384,17635,143,0.8109,Likely Monetised,"hate, dead, suppress, white, dumbass, god, wrong, kill, burn, stupid",,13,22,27,2,44,0,35,0,0
X_M8xEn_CFE,,,,,0,0,0,477,2,0.4193,Likely Monetised,"racist, bigot",Yes,0,0,0,0,2,0,0,0,0
X_OaqRx7SWU,Marvel's Rise and Fall of the M-She-U | The Disney Plus DISASTERS,Nerdrotic,2025-04-27,PT2H42M59S,328507,14403,1032,29697,399,1.3436,Likely Monetised,"bail, hate, torture, dead, white, loser, evil, injury, chemical, assault",Yes,123,2,91,4,55,2,95,27,0
Xh-QVl5IUjE,,,,,0,0,0,2210,10,0.4525,Likely Monetised,"hang, dead, inflation, disaster, majority, attack, fight, gun",Yes,5,0,0,0,1,0,3,1,0
Xmq6MvaKphk,Midwestern Marx Podcast #8 Talking with BayArea415 about Socialism in China,midwesternmarx,2021-05-15,PT1H1M25S,5524,362,67,10305,61,0.5919,Likely Monetised,"hate, suppress, evil, wrong, god, attack, transition, death, irrelevant, propaganda",Yes,7,0,7,0,1,0,44,2,0
XoBaG_E81j8,Glen Greenwald Dismantles Ben Shapiro' On Yemen,midwesternmarx,2024-01-20,PT26M14S,4670,308,35,5154,112,2.1731,Uncertain,"god, kill, attack, surgery, die, majority, shoot, terrorist, opposition, terror",Yes,46,0,4,0,1,0,56,5,0
XpLxSYi2BZw,It's Time To Let Star Trek Die,The Critical Drinker,2026-02-20,PT7M35S,1197559,75051,10121,1465,9,0.6143,Likely Monetised,"worst, die, retard, kill, insane, destroy",Yes,6,0,2,0,1,0,0,0,0
Y07gja_21gQ,Gender Propaganda in Kindergarten,Actual Justice Warrior,2018-05-02,PT5M35S,14345,443,112,1137,33,2.9024,Uncertain,"indoctrination, discrimination, propaganda, dysphoria, hell, transgenderism, sexist, majority, sex, puberty",No,0,2,4,0,4,1,22,0,0
Y0v9kvyORL8,President Trump SAVED Video Games,Geeks + Gamers,2025-08-10,PT19M34S,19672,2291,350,3332,35,1.0504,Likely Monetised,"jail, threat, hate, flag, prison, white, censorship, evil, kill, wrong",Yes,2,0,8,0,5,0,19,1,0
Y7Uan3Uu3uQ,Frankenstein - Guillermo del Toro's Magnum Opus?,The Critical Drinker,2025-10-27,PT6M43S,1028727,57051,4695,1355,14,1.0332,Likely Monetised,"weed, die, dead, terror, evil, war, god, burn, kill, death",Yes,9,0,2,1,0,0,2,0,0
Y8MsJeThWmU,How Transphobia Hurts Black Women,olurinatti,2024-03-14,PT17M4S,81443,8687,548,3319,68,2.0488,Uncertain,"racism, hate, white, penis, false, god, kill, attack, wrong, death",,9,2,7,0,47,0,2,1,0
YHcsuYFlKDM,New York is Falling Apart & Here's Why,olurinatti,2025-01-09,PT16M30S,110547,11435,852,3775,118,3.1258,Likely Demonetised,"hate, felony, white, evil, kill, crime, attack, death, surgery, die",,59,1,1,0,27,2,21,7,0
YWmG96rdvu4,The Last Political Episode of 2024 | OLAY & FRIENDS,olurinatti,2024-11-10,PT1H16M21S,0,3376,547,15430,130,0.8425,Likely Monetised,"racism, hate, inflation, white, decimate, wrong, kill, god, attack, stupid",,17,0,10,0,70,2,29,2,0
YZAcN_6PDn0,The Avatar Paradox - Why Nobody Talks About These Movies,The Critical Drinker,2025-11-17,PT9M21S,1519185,75520,14129,1866,9,0.4823,Likely Monetised,"hang, die, strike, inflation, war, wrong, god, damage",Yes,1,0,3,0,0,0,5,0,0
YvAFRa9aPq4,How Crime Data Is Manipulated,Actual Justice Warrior,2023-11-11,PT18M20S,100260,5719,932,3391,114,3.3618,Likely Demonetised,"racism, murder, dead, pandemic, homicide, nypd, white, rape, assault, robbery",Yes,100,1,0,0,9,0,4,0,0
Z2KdvuVzVHE,"MSNBC TANKS 54%! Psaki’s Show FLOPS, Maddow’s $25M Scam!",Culture Casino,2025-05-13,PT19M26S,20480,1427,221,3589,16,0.4458,Likely Monetised,"worst, white, disaster, regret, war, nonsense, wrong, insane, shoot",No,1,0,9,0,3,0,2,1,0
Z6rji1fKrZ8,How John Oliver can save Sargon,Actual Justice Warrior,2017-09-11,PT6M28S,12695,452,64,1285,22,1.7121,Likely Monetised,"irrelevant, die, meltdown, bitter, damage, regressive, obnoxious, harass, lawsuit, crybaby",Yes,5,0,8,0,0,0,9,0,0
ZC04SBgRQFs,The Witcher is DEAD - Season 4 is a DISASTER,Nerdrotic,2025-11-03,PT22M36S,783533,48327,6792,4277,47,1.0989,Likely Monetised,"bounty, dead, white, evil, injury, assault, wrong, kill, attack, transition",Yes,19,0,16,0,5,0,6,1,0
ZCmnW7SSGUU,,,,,0,0,0,2209,32,1.4486,Likely Monetised,"threat, hate, pandemic, sexist, assault, wrong, attack, death",Yes,10,0,4,0,7,0,11,0,0
ZEWJIHuD1uI,Adam Ruins Everything Fails on Gun Control,Actual Justice Warrior,2018-12-08,PT21M43S,907000,37484,5972,4358,196,4.4975,Likely Demonetised,"dead, white, false, wrong, burn, crime, kill, death, minority, propaganda",Yes,29,0,8,1,68,0,23,67,0
ZHglCpZwgi4,"Starfleet Academy Gets Review Bombed, and That's A Good Thing - Kurtzman Trek Keeps Hitting Bottom",Nerdrotic,2026-02-23,PT14M56S,354342,26540,4121,3019,41,1.3581,Likely Monetised,"bail, hate, white, false, assault, kill, god, stupid, death, propaganda",Yes,12,3,6,0,9,1,9,1,0
ZL3dmItzDIs,The Witcher Season 4 is DOOMED - Netflix's 500 Million Dollar DISASTER,Nerdrotic,2025-09-17,PT14M54S,807994,45194,4204,2840,28,0.9859,Likely Monetised,"worst, hate, die, tax, hell, disaster, evil, war, blood, wrong",Yes,13,0,6,0,1,0,6,2,0
ZPSLKEs_1a4,Anita vs The Mandalorian,Actual Justice Warrior,2019-12-01,PT13M51S,25933,1580,420,2623,23,0.8769,Likely Monetised,"worst, controversy, villain, sexist, nonsense, war, wrong, damage",Yes,0,0,10,0,1,0,12,0,0
ZTON5_5NH7A,Fantastic Four - This Movie Shocked Me,The Critical Drinker,2025-07-25,PT8M7S,2207193,106342,13572,1704,15,0.8803,Likely Monetised,"bail, controversy, pregnant, defeat, sterile, kill, fight, god, damn, wrong",Yes,3,1,4,0,0,0,6,1,0
ZvoU7VEqR7M,Biden Launches Missiles Into Syria. CNN Applauds,midwesternmarx,2021-02-26,PT11M48S,3465,465,39,2205,64,2.9025,Uncertain,"racism, assassinate, propaganda, murder, death, strike, pandemic, ira, war, sex",Yes,17,1,0,0,1,0,40,5,0
_0FKAMdP3nI,"Iran Attacked by Terrorists! Will ""lame duck"" President Trump invade Iran?",midwesternmarx,2020-12-02,PT8M39S,778,124,24,1552,37,2.384,Uncertain,"worst, assassinate, threat, bounty, murder, terrorist, ira, terror, lawsuit, evil",No,10,0,2,0,0,0,22,3,0
_94mKxpqFdg,,,,,0,0,0,1233,17,1.3788,Likely Monetised,"assassinate, death, hell, judge, injury, war, insane, burn, damn, pain",Yes,4,0,6,0,0,2,5,0,0
_9ectEMceBk,Game Of Thrones Season 7 Ep. 1 review (Spoilers),Actual Justice Warrior,2017-07-19,PT10M1S,217,12,13,2347,31,1.3208,Likely Monetised,"assassinate, threat, worst, die, dead, pain, white, violence, war, defeat",Yes,18,0,1,0,3,1,6,2,0
_BIMxxfRBX4,The little 50.000 Subscribers Q&A,Three Arrows,2018-09-07,PT14M33S,56684,2471,384,3185,45,1.4129,Likely Monetised,"nazi, dead, white, wrong, crime, attack, shit, minority, irrelevant, propaganda",Yes,15,0,3,0,5,0,22,0,0
_G5YDHRys9U,What is NEW about U.S. IDEOLOGY today?,midwesternmarx,2024-12-12,PT8M32S,3756,329,28,1240,10,0.8065,Likely Monetised,"prison, threat, majority, fight",Yes,0,0,0,0,1,0,9,0,0
_M4bPbcN9TY,ACP Executives React to Liberal Election Meltdowns,midwesternmarx,2024-11-07,PT13M33S,6205,538,157,2146,20,0.932,Likely Monetised,"hang, tax, prison, hell, terror, war, dictator, kill, fight, god",Yes,3,0,5,0,0,0,11,1,0
_PELjNBkhUM,,,,,0,0,0,7138,68,0.9526,Likely Monetised,"racism, hate, dead, penis, genitals, god, kill, attack, wrong, stupid",Yes,17,7,26,0,9,0,7,2,0
_Ux2HtHsN64,CAN TRAORE AND THE AES HELP TO FREE AFRICA? | AHMED KABALLO,midwesternmarx,2026-02-09,PT1H7M5S,2168,262,25,10828,83,0.7665,Likely Monetised,"hate, kill, wrong, attack, graffiti, oppressor, transition, death, die, kidnap",Yes,34,0,2,0,5,0,39,3,0
_hSgKyjCFZs,Masters of The Universe REACTION (He/Him/Man),Geeks + Gamers,2026-01-23,PT8M54S,24987,1999,946,1273,10,0.7855,Likely Monetised,"hang, hate, white, disaster, nonsense, cringy, wrong, god",Yes,1,0,6,0,2,0,1,0,0
_m8oLpYgxmI,,,,,0,0,0,3028,12,0.3963,Likely Monetised,"worst, hate, die, burn, hell, black, attack, stupid",Yes,5,0,5,0,2,0,0,0,0
_zDVo6if2AI,Steam just Destroyed the New York Attorney General,Hero Hei,2026-03-11,PT3M38S,133834,6874,1593,761,14,1.8397,Likely Monetised,"lawsuit, violence, court, gun, damage",Yes,4,0,0,0,0,0,9,1,0
a0g0BDEid8M,Who's at Fault for the Refugee Crisis?,Three Arrows,2018-04-20,PT25M31S,256132,12701,2075,5066,44,0.8685,Likely Monetised,"weed, dead, chemical, assault, dictator, kill, wrong, crime, attack, death",No,14,2,5,2,5,0,15,1,0
a0tD4hmswz4,Dearborn Mayor Says Muslims Are ABOVE Assimilation,Actual Justice Warrior,2025-11-19,PT27M39S,123919,6748,4670,5511,91,1.6512,Likely Monetised,"islamophobe, hate, white, dumbass, false, evil, wrong, god, attack, burn",Yes,19,0,14,0,28,0,21,5,4
aHP8QOHHp7c,,,,,0,0,0,3703,45,1.2152,Likely Monetised,"scum, injury, kill, attack, crime, death, minority, die, majority, pummel",Yes,19,1,3,0,4,0,6,12,0
aI6cyXovV34,EPSTEIN CLASS WANTS REGIME CHANGE IN IRAN | JENNIFER KINGS,midwesternmarx,2026-02-07,PT1H7M41S,1945,202,19,11436,146,1.2767,Likely Monetised,"hate, suppress, porn, torture, dead, white, rape, breast, evil, injury",Yes,46,45,17,2,9,0,25,2,0
aJTcBkSY_JM,Crash And Burn - The Cynthia Erivo Story,The Critical Drinker,2026-03-05,PT12M18S,1844120,87736,10807,2341,20,0.8543,Likely Monetised,"abusive, strike, torture, prison, hell, controversy, disaster, mentally, assault, nonsense",Yes,8,0,3,0,0,1,8,0,0
aKKtJpIz02g,They Were BEGGING For Him To Be White,Actual Justice Warrior,2025-12-05,PT12M,68629,4073,945,2329,74,3.1773,Likely Demonetised,"racist, racism, discrimination, bounty, terrorist, hell, white, crime, terror, false",Yes,17,0,4,0,39,0,13,1,0
aMvhVSL3cKo,Eddie Liger Smith Free Palestine Tik Tok Compilation,midwesternmarx,2021-05-20,PT7M19S,1222,165,10,1615,30,1.8576,Likely Monetised,"racist, genocide, murder, tax, strike, die, opposition, terrorist, terror, false",No,18,0,1,0,2,0,7,2,0
aV5e5xbnqiw,Marx on the Individual Part 2/2 | Weekend Podcast #26,The Podcast of the Lotus Eaters,2021-02-21,PT26M34S,21747,1527,165,4422,20,0.4523,Likely Monetised,"slavery, oppressor, die, kill, wrong, slave, death",Yes,17,0,1,0,2,0,0,0,0
afE23ZLGBKE,Carlos Garrido Reports from Caracas Venezuela,midwesternmarx,2024-07-27,PT6M27S,2160,323,81,1116,17,1.5233,Likely Monetised,"worst, die, opposition, terror, war, violence, dictator, fight, stupid, weapon",Yes,3,0,2,0,0,0,11,1,0
ahuXH5KQVt0,Red Sonja REVIEW - The Girl Boss Killed Epic Fantasy,Nerdrotic,2025-09-01,PT16M33S,339737,26472,2105,3272,55,1.6809,Likely Monetised,"dead, evil, assault, kill, oppressor, attack, crime, transition, die, slavery",Yes,35,1,8,0,1,0,10,0,0
ak7Ig-f4Jkw,WHY NORTH KOREA IS THE MOST FREE AND DEMOCRATIC COUNTRY ON EARTH,midwesternmarx,2025-06-24,PT3M8S,4895,285,199,499,0,0.0,Likely Monetised,,No,0,0,0,0,0,0,0,0,0
alTTByZLi_0,WTF is Star Wars Now?,Nerdrotic,2025-04-28,PT9M12S,558576,37213,4503,1679,48,2.8588,Uncertain,"hell, controversy, white, sexual, rape, cringe, war, assault, blood, attack",Yes,7,8,3,0,2,0,28,0,0
asnDtCGwEn4,Black Mom FINDS OUT & Owes White Kid 3 Million After She LIED About Him & Tried To Ruin His Life,TheQuartering,2026-02-18,PT12M22S,101053,10533,1364,2265,35,1.5453,Likely Monetised,"racism, hate, torture, white, loser, regret, burn, crime, attack, stupid",Yes,4,0,4,0,11,0,11,5,0
aywbc-DIKUk,The Mandalorian Isn't Going To Save Star Wars,The Critical Drinker,2025-09-29,PT7M27S,680228,44496,4454,1435,18,1.2544,Likely Monetised,"dead, disaster, evil, war, black, nipple, burn, god, damn, stupid",Yes,6,1,3,0,1,0,7,0,0
b3RlYcsei14,,,,,0,0,0,1126,7,0.6217,Likely Monetised,"strike, war, defeat, burn, stupid",Yes,1,0,1,0,0,0,5,0,0
b8AcmzqFdPM,Jordan Peterson Doesn't Understand Nazism,Three Arrows,2018-05-04,PT20M10S,896364,33357,8253,3869,143,3.696,Likely Demonetised,"nazi, dead, gypsy, neo-nazi, evil, assault, wrong, kill, attack, death",No,30,0,8,0,59,1,43,2,0
bBj6CVPz9_Q,Marxist Materialism: A Philosophical Development,midwesternmarx,2020-11-28,PT41M53S,2024,182,12,6125,10,0.1633,Likely Monetised,"die, dead, white, god, stupid, transition, destroy",Yes,5,0,2,0,1,0,2,0,0
bKNJcgWazNQ,,,,,0,0,0,7198,52,0.7224,Likely Monetised,"hate, nazi, white, rape, god, kill, wrong, attack, stupid, antifa",Yes,2,3,26,0,9,0,2,10,0
